fiyat,il,ilce,emlak_tipi,m2_brut,m2_net,oda,bina_yasi,bulundugu_kat,kat_sayisi,isitma,banyo,balkon,esyali,kullanim_durumu,site_icerisinde,krediye_uygun,kimden,takas,salon,banyo/oda
150000,mersin,toroslar,daire,100,90,2,23,2,4,klima,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
272000,mersin,mezitli,daire,160,130,3,13,kot 4,7,klima,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
180000,mersin,akdeniz,daire,160,150,3,18,3,6,klima,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.3333333333333333
370000,mersin,yenişehir,daire,100,75,2,1,4,4,merkezi,2,var,evet,kiracılı,hayır,evet,emlak ofisinden,evet,1,1.0
730000,mersin,yenişehir,daire,254,220,4,7,6,13,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
378000,mersin,yenişehir,daire,170,135,3,3,7,10,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
310000,mersin,toroslar,daire,150,140,3,18,kot 2,5,klima,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.3333333333333333
339999,mersin,silifke,yazlık,150,120,2,23,müstakil,2,klima,2,var,evet,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,1.0
240000,mersin,toroslar,daire,150,140,3,13,2,13,doğalgaz,1,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.3333333333333333
370000,mersin,yenişehir,daire,170,140,3,31,3,4,yok,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.6666666666666666
410000,mersin,silifke,daire,135,125,3,0,3,4,merkezi,1,var,hayır,boş,hayır,hayır,inşaat firmasından,hayır,1,0.3333333333333333
420000,mersin,silifke,daire,140,130,3,0,4,4,merkezi,1,var,hayır,boş,hayır,evet,inşaat firmasından,hayır,1,0.3333333333333333
230000,mersin,akdeniz,daire,160,135,3,18,1,6,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
670000,mersin,akdeniz,daire,160,160,4,28,6,6,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.25
137000,mersin,akdeniz,daire,95,90,2,0,yüksek giriş,3,klima,1,yok,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.5
340000,mersin,toroslar,daire,165,135,3,3,5,6,yok,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.6666666666666666
217000,mersin,yenişehir,daire,65,40,1,4,9,13,klima,1,var,evet,kiracılı,hayır,evet,emlak ofisinden,hayır,1,1.0
198000,mersin,yenişehir,daire,110,100,2,23,3,4,klima,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
380000,mersin,yenişehir,daire,150,132,3,18,5,12,doğalgaz,1,var,hayır,kiracılı,evet,hayır,sahibinden,hayır,1,0.3333333333333333
260000,mersin,yenişehir,daire,160,159,3,23,4,4,doğalgaz,1,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
340000,mersin,yenişehir,daire,170,130,3,18,9,14,klima,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
860000,mersin,yenişehir,daire,220,200,3,4,8,15,merkezi,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.6666666666666666
490000,mersin,mezitli,daire,195,155,3,7,6,13,doğalgaz,1,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
365000,mersin,toroslar,daire,170,130,3,0,1,4,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
190000,mersin,toroslar,daire,140,120,3,18,kot 1,4,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
390000,mersin,erdemli,daire,160,160,3,7,12,13,klima,1,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.3333333333333333
285000,mersin,erdemli,daire,90,75,1,18,1,4,klima,1,var,evet,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,1.0
430000,mersin,mezitli,daire,200,180,3,13,8,8,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
375000,mersin,mezitli,daire,250,180,4,7,3,3,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
435000,mersin,yenişehir,daire,120,108,2,7,5,8,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,1.0
450000,mersin,mezitli,daire,190,155,3,3,5,9,yok,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
315000,mersin,erdemli,daire,185,135,3,0,5,10,klima,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
162000,mersin,mezitli,daire,120,98,2,28,10,14,klima,1,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.5
240000,mersin,akdeniz,daire,120,90,3,3,3,3,klima,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
190000,mersin,toroslar,daire,100,94,3,31,3,3,soba,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.3333333333333333
180000,mersin,yenişehir,daire,130,100,2,28,1,4,soba,1,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.5
850000,mersin,yenişehir,daire,200,140,4,0,3,13,yerden isıtma,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
670000,mersin,mezitli,daire,200,160,4,0,12,13,merkezi,2,var,hayır,boş,hayır,evet,inşaat firmasından,hayır,1,0.5
355000,mersin,toroslar,daire,110,85,2,0,3,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
740000,mersin,yenişehir,daire,220,175,5,1,1,14,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.4
414000,mersin,yenişehir,daire,160,120,3,0,3,7,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
265000,mersin,mezitli,daire,65,55,1,18,3,13,klima,1,var,evet,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,1.0
839000,mersin,mezitli,daire,250,230,4,13,9,11,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,sahibinden,hayır,1,0.5
450000,mersin,yenişehir,daire,190,150,3,13,6,10,klima,1,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
420000,mersin,tarsus,daire,160,150,3,0,8,10,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
610000,mersin,yenişehir,daire,210,150,3,7,3,14,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
275000,mersin,tarsus,daire,135,125,3,0,4,4,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.3333333333333333
168000,mersin,tarsus,daire,115,110,3,23,yüksek giriş,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
240000,mersin,tarsus,daire,150,135,3,18,1,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
290000,mersin,tarsus,daire,150,135,3,23,1,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
255000,mersin,mezitli,daire,130,100,3,13,2,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
470000,mersin,mezitli,daire,185,140,3,4,7,8,doğalgaz,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
255000,mersin,mezitli,daire,125,110,2,2,kot 2,2,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
235000,mersin,erdemli,yazlık,120,100,2,0,6,8,klima,1,var,evet,boş,hayır,evet,inşaat firmasından,hayır,1,0.5
565000,mersin,toroslar,daire,180,150,3,7,4,4,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.6666666666666666
850000,mersin,yenişehir,daire,210,190,4,0,6,12,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
225000,mersin,yenişehir,daire,185,150,3,23,4,4,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
320000,mersin,mezitli,daire,150,120,2,0,11,16,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,1.0
185000,mersin,akdeniz,daire,120,100,2,23,3,5,klima,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.5
250000,mersin,toroslar,daire,120,110,2,0,3,3,doğalgaz,1,var,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,0.5
237500,mersin,erdemli,daire,90,65,1,4,8,14,klima,1,var,evet,boş,evet,evet,emlak ofisinden,hayır,1,1.0
177500,mersin,akdeniz,daire,110,85,2,2,2,2,klima,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
157000,mersin,akdeniz,daire,130,110,3,23,6,7,yok,1,var,hayır,kiracılı,hayır,hayır,sahibinden,evet,1,0.3333333333333333
547000,mersin,yenişehir,daire,185,150,3,7,1,13,merkezi,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
580000,mersin,toroslar,daire,205,190,4,7,3,12,doğalgaz,2,var,hayır,kiracılı,evet,evet,sahibinden,hayır,1,0.5
370000,mersin,mezitli,daire,140,120,3,0,3,4,merkezi,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.3333333333333333
450000,mersin,silifke,daire,150,135,3,0,4,4,klima,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
310000,mersin,tarsus,daire,135,125,3,0,2,7,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
285000,mersin,tarsus,daire,110,110,3,0,1,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
215000,mersin,silifke,yazlık,75,70,1,7,5,5,klima,1,var,evet,kiracılı,hayır,evet,emlak ofisinden,hayır,1,1.0
260000,mersin,mezitli,daire,180,135,3,18,7,12,klima,1,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
550000,mersin,yenişehir,daire,210,209,4,7,2,9,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
277000,mersin,yenişehir,daire,100,90,2,7,4,5,klima,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
350000,mersin,toroslar,daire,190,160,3,4,2,7,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
638000,mersin,yenişehir,daire,220,165,4,1,5,12,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
398000,mersin,tarsus,daire,220,200,4,7,kot 1,3,klima,2,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.5
380000,mersin,mezitli,daire,170,169,3,7,2,6,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
260000,mersin,erdemli,daire,120,110,2,0,1,8,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
325000,mersin,silifke,daire,130,110,3,23,2,3,klima,1,var,evet,kiracılı,hayır,evet,sahibinden,hayır,1,0.3333333333333333
379000,mersin,yenişehir,daire,185,140,3,18,3,10,klima,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
375000,mersin,yenişehir,daire,160,150,3,23,7,7,doğalgaz,1,var,hayır,boş,evet,evet,inşaat firmasından,hayır,1,0.3333333333333333
240000,mersin,yenişehir,daire,75,70,1,2,8,10,klima,1,var,hayır,kiracılı,evet,evet,emlak ofisinden,evet,1,1.0
285000,mersin,silifke,yazlık,120,115,2,7,villa tipi,5,klima,1,var,evet,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
227500,mersin,silifke,daire,90,85,2,13,1,2,klima,1,var,evet,boş,hayır,evet,emlak ofisinden,evet,1,0.5
395000,mersin,erdemli,daire,200,180,4,0,2,6,yok,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
155000,mersin,erdemli,daire,130,120,2,13,3,3,klima,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
230000,mersin,yenişehir,daire,120,110,3,31,5,5,klima,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
262000,mersin,silifke,daire,100,85,2,0,zemin kat,5,merkezi,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
410000,mersin,silifke,yazlık,110,100,2,13,4,4,klima,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
230000,mersin,toroslar,daire,100,90,2,0,1,4,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
340000,mersin,toroslar,daire,136,120,3,23,6,8,doğalgaz,1,var,hayır,mülk sahibi,hayır,hayır,sahibinden,hayır,1,0.3333333333333333
650000,mersin,toroslar,daire,180,140,4,2,8,10,doğalgaz,2,var,hayır,kiracılı,hayır,hayır,sahibinden,hayır,1,0.5
255000,mersin,silifke,daire,130,110,3,23,3,4,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.3333333333333333
200000,mersin,silifke,daire,90,70,1,13,2,2,yok,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,1.0
415000,mersin,erdemli,yazlık,125,125,2,4,6,16,klima,1,var,evet,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
255000,mersin,silifke,daire,160,160,3,13,yüksek giriş,5,soba,1,var,hayır,boş,hayır,evet,sahibinden,evet,1,0.3333333333333333
480000,mersin,silifke,yazlık,180,170,3,28,villa tipi,3,klima,3,var,evet,boş,hayır,evet,emlak ofisinden,evet,1,1.0
385000,mersin,silifke,daire,125,110,2,1,bahçe katı,5,kat kaloriferi,2,var,evet,kiracılı,evet,evet,inşaat firmasından,evet,1,1.0
380000,mersin,tarsus,daire,200,185,3,7,1,4,yok,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
236000,mersin,erdemli,daire,110,95,2,1,3,4,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
245000,mersin,yenişehir,daire,100,100,2,4,1,3,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.5
285000,mersin,erdemli,daire,130,120,2,0,2,13,klima,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
176000,mersin,erdemli,daire,110,90,2,13,1,4,klima,1,var,evet,boş,evet,evet,emlak ofisinden,hayır,1,0.5
355000,mersin,erdemli,daire,190,170,3,0,2,6,klima,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
240000,mersin,erdemli,daire,150,120,3,1,1,7,klima,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
220000,mersin,erdemli,yazlık,120,100,2,7,2,7,klima,1,var,evet,boş,evet,evet,emlak ofisinden,evet,1,0.5
220000,mersin,yenişehir,daire,150,120,3,18,4,4,klima,1,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.3333333333333333
360000,mersin,erdemli,daire,200,180,3,2,3,10,klima,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
259000,mersin,erdemli,daire,130,115,2,0,2,6,klima,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,1.0
314000,mersin,erdemli,daire,120,100,2,1,3,12,klima,1,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.5
305000,mersin,gülnar,daire,155,137,3,7,3,6,merkezi,2,var,hayır,mülk sahibi,evet,evet,sahibinden,hayır,1,0.6666666666666666
189000,mersin,mezitli,daire,110,95,2,18,6,10,klima,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
400000,mersin,erdemli,daire,220,210,4,0,1,10,klima,3,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.75
500000,mersin,mezitli,daire,190,150,3,0,12,12,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
665000,mersin,erdemli,daire,200,175,4,1,7,11,klima,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
650000,mersin,yenişehir,daire,220,180,4,7,1,8,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
300000,mersin,erdemli,daire,145,95,2,0,kot 3,10,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
235000,mersin,erdemli,yazlık,135,114,2,28,1,6,klima,2,var,evet,boş,hayır,hayır,emlak ofisinden,hayır,1,1.0
270000,mersin,yenişehir,daire,130,119,3,23,5,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.3333333333333333
995000,mersin,mezitli,daire,250,170,4,2,10,18,merkezi,2,var,evet,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
230000,mersin,yenişehir,daire,70,65,1,2,1,5,klima,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,1.0
950000,mersin,yenişehir,daire,220,170,4,0,8,10,doğalgaz,2,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.5
590000,mersin,tarsus,daire,215,200,4,0,4,14,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
255000,mersin,erdemli,daire,200,155,2,4,3,3,klima,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,1.0
209000,mersin,toroslar,daire,125,100,2,0,2,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
165000,mersin,toroslar,daire,100,90,2,0,3,4,doğalgaz,2,var,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,1.0
375000,mersin,mezitli,daire,140,120,3,7,3,5,klima,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.3333333333333333
219000,mersin,erdemli,daire,120,100,2,0,1,3,klima,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
418000,mersin,toroslar,daire,165,150,3,13,13,13,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
225000,mersin,erdemli,daire,130,120,2,7,4,9,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
250000,mersin,mezitli,daire,140,125,2,23,1,8,klima,1,var,evet,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.5
442000,mersin,mezitli,daire,200,150,3,4,3,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
850000,mersin,erdemli,yazlık,240,220,4,18,9,16,güneş enerjisi,2,var,evet,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
245000,mersin,yenişehir,daire,75,65,1,3,3,10,klima,1,var,evet,kiracılı,evet,evet,sahibinden,hayır,1,1.0
235000,mersin,silifke,daire,130,120,2,18,2,3,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
235000,mersin,tarsus,daire,93,93,2,0,2,3,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.5
295000,mersin,toroslar,daire,170,150,3,2,2,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
610000,mersin,mezitli,daire,220,220,4,0,5,16,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
340000,mersin,mezitli,daire,135,90,2,7,4,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
390000,mersin,anamur,daire,150,115,3,7,3,7,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
345000,mersin,tarsus,daire,115,110,2,0,3,12,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.5
175000,mersin,akdeniz,daire,125,100,2,23,3,4,klima,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
387000,mersin,mezitli,daire,155,145,3,7,5,9,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
590000,mersin,yenişehir,daire,180,145,3,0,7,8,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
119000,mersin,mezitli,daire,75,65,1,18,kot 2,9,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
440000,mersin,yenişehir,daire,155,135,3,1,3,3,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
495000,mersin,mezitli,daire,200,160,4,2,10,11,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
217000,mersin,yenişehir,daire,70,60,1,7,6,14,güneş enerjisi,1,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,1.0
315000,mersin,mezitli,daire,170,135,3,23,3,9,klima,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
520000,mersin,yenişehir,daire,200,175,3,7,11,12,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
380000,mersin,mezitli,daire,140,120,2,0,2,8,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,1.0
199000,mersin,toroslar,daire,120,100,2,0,2,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
155000,mersin,erdemli,daire,180,165,3,13,4,4,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
900000,mersin,yenişehir,daire,220,200,4,13,12,14,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.5
285000,mersin,mezitli,daire,160,120,3,18,2,9,doğalgaz,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
218000,mersin,yenişehir,daire,125,110,3,18,3,8,klima,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
600000,mersin,mezitli,daire,170,130,3,18,14,15,doğalgaz,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
149000,mersin,akdeniz,daire,150,130,3,31,4,4,yok,1,var,hayır,boş,hayır,hayır,emlak ofisinden,evet,1,0.3333333333333333
210000,mersin,yenişehir,daire,130,110,3,28,yüksek giriş,4,yok,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
160000,mersin,toroslar,daire,95,95,2,7,zemin kat,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
450000,mersin,yenişehir,daire,230,200,3,13,11,13,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
365000,mersin,akdeniz,daire,180,150,3,0,12,13,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
850000,mersin,yenişehir,daire,210,149,3,7,7,10,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
300000,mersin,anamur,daire,135,110,3,18,3,4,klima,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.3333333333333333
430000,mersin,erdemli,daire,185,170,4,1,1,9,merkezi,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
429000,mersin,mezitli,daire,160,145,3,13,3,10,doğalgaz,1,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,1,0.3333333333333333
349000,mersin,mezitli,daire,190,160,3,18,1,12,yok,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
320000,mersin,erdemli,daire,115,110,2,2,14,16,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
425000,mersin,silifke,daire,110,100,3,0,5,5,klima,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
265000,mersin,yenişehir,daire,100,85,2,3,4,4,doğalgaz,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
290000,mersin,mezitli,daire,165,140,3,18,2,5,doğalgaz,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
550000,mersin,erdemli,daire,165,135,3,13,10,11,klima,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
265000,mersin,mezitli,daire,165,130,3,28,2,7,klima,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
527000,mersin,mezitli,daire,245,150,4,0,6,22,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
499000,mersin,yenişehir,daire,180,179,3,4,13,13,merkezi,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
475000,mersin,yenişehir,daire,185,145,3,4,7,7,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
235000,mersin,mezitli,daire,75,67,1,4,2,3,doğalgaz,1,var,evet,boş,hayır,evet,emlak ofisinden,evet,1,1.0
890000,mersin,yenişehir,daire,215,170,4,7,12,13,doğalgaz,2,var,evet,boş,evet,evet,emlak ofisinden,hayır,1,0.5
890000,mersin,yenişehir,daire,215,170,4,7,12,13,doğalgaz,2,var,evet,boş,evet,evet,emlak ofisinden,hayır,1,0.5
370000,mersin,mezitli,daire,210,180,3,18,1,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
123000,mersin,akdeniz,daire,110,100,2,28,yüksek giriş,3,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
650000,mersin,erdemli,daire,180,140,3,13,6,15,klima,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
315000,mersin,yenişehir,daire,110,90,2,3,bahçe katı,6,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
255000,mersin,mezitli,daire,155,105,2,23,7,9,klima,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
295000,mersin,yenişehir,daire,110,90,2,0,3,8,doğalgaz,1,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,1,0.5
285000,mersin,erdemli,yazlık,60,50,1,1,7,8,klima,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,1.0
379000,mersin,yenişehir,daire,185,140,3,13,4,9,güneş enerjisi,1,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
290000,mersin,yenişehir,daire,70,60,1,0,3,6,klima,1,var,evet,boş,evet,evet,emlak ofisinden,evet,1,1.0
478000,mersin,yenişehir,daire,150,150,3,7,9,11,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
259000,mersin,mezitli,daire,80,70,1,23,1,10,klima,1,var,evet,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
340000,mersin,toroslar,daire,180,165,3,7,2,3,doğalgaz,1,yok,hayır,kiracılı,hayır,evet,inşaat firmasından,evet,1,0.3333333333333333
