fiyat,il,ilce,emlak_tipi,m2_brut,m2_net,oda,bina_yasi,bulundugu_kat,kat_sayisi,isitma,banyo,balkon,esyali,kullanim_durumu,site_icerisinde,krediye_uygun,kimden,takas,salon,banyo/oda
400000,trabzon,ortahisar,daire,160,140,3,0,3,9,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
580000,trabzon,arsin,daire,145,130,3,0,7,7,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
360000,trabzon,ortahisar,daire,101,90,2,0,7,10,doğalgaz,1,var,hayır,boş,hayır,evet,inşaat firmasından,hayır,1,0.5
270000,trabzon,akçaabat,daire,125,110,2,18,çatı katı,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
440000,trabzon,yomra,daire,152,135,3,0,4,9,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
185000,trabzon,vakfıkebir,daire,95,85,2,28,kot 1,4,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
525000,trabzon,ortahisar,daire,195,185,4,7,2,6,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.5
205000,trabzon,ortahisar,daire,105,90,2,18,1,4,klima,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
700000,trabzon,akçaabat,daire,200,190,4,0,4,4,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
340000,trabzon,yomra,daire,150,140,3,0,7,7,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
319000,trabzon,yomra,daire,150,145,3,0,1,9,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
450000,trabzon,akçaabat,daire,185,170,3,1,5,10,merkezi,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
210000,trabzon,ortahisar,daire,95,90,2,23,3,3,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
155000,trabzon,araklı,daire,150,150,3,28,kot 4,4,soba,1,var,hayır,boş,hayır,evet,sahibinden,evet,2,0.3333333333333333
400000,trabzon,ortahisar,daire,150,125,3,1,1,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
550061,trabzon,ortahisar,daire,120,100,2,1,1,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.5
205000,trabzon,arsin,daire,125,115,2,13,2,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
515000,trabzon,of,daire,165,150,3,7,4,10,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
690000,trabzon,yomra,daire,170,155,3,7,2,3,merkezi,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
443000,trabzon,ortahisar,daire,178,165,3,4,11,14,merkezi,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
380000,trabzon,yomra,daire,155,135,3,0,7,8,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
318000,trabzon,çarşıbaşı,daire,118,101,2,0,5,6,merkezi,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
650000,trabzon,yomra,daire,160,135,2,7,2,4,merkezi,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
210000,trabzon,araklı,daire,150,135,2,3,5,6,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
485000,trabzon,yomra,daire,160,160,3,0,7,10,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
450000,trabzon,ortahisar,daire,150,140,3,0,5,7,doğalgaz,2,var,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,0.6666666666666666
525000,trabzon,ortahisar,daire,178,160,3,1,9,11,doğalgaz,2,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,1,0.6666666666666666
515000,trabzon,yomra,daire,184,150,3,0,10,12,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
449000,trabzon,ortahisar,daire,155,135,3,7,1,8,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
645000,trabzon,akçaabat,daire,196,180,4,4,1,16,yerden isıtma,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
410000,trabzon,ortahisar,daire,160,150,3,0,4,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
635000,trabzon,yomra,daire,210,185,4,4,3,13,merkezi,2,var,evet,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
415000,trabzon,ortahisar,daire,178,162,3,7,11,13,merkezi,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.6666666666666666
270000,trabzon,arsin,daire,178,158,3,3,3,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
370000,trabzon,ortahisar,daire,155,150,3,0,4,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
279000,trabzon,ortahisar,daire,160,150,3,4,2,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
680000,trabzon,akçaabat,daire,190,165,4,13,9,9,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.5
395000,trabzon,ortahisar,daire,160,130,3,0,6,10,doğalgaz,2,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,1,0.6666666666666666
419000,trabzon,ortahisar,daire,170,160,3,0,4,6,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
425000,trabzon,yomra,daire,159,150,3,7,8,9,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
495000,trabzon,yomra,daire,180,155,3,1,10,13,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
390000,trabzon,ortahisar,daire,155,140,5,2,3,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.2
469000,trabzon,ortahisar,daire,172,150,3,0,5,8,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
240000,trabzon,akçaabat,daire,100,100,2,13,kot 1,6,soba,1,var,evet,mülk sahibi,hayır,evet,sahibinden,evet,1,0.5
370000,trabzon,ortahisar,daire,150,140,3,7,2,9,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
210000,trabzon,akçaabat,daire,95,90,2,18,6,9,kat kaloriferi,1,var,hayır,mülk sahibi,hayır,hayır,sahibinden,hayır,1,0.5
720000,trabzon,ortahisar,daire,210,190,3,0,12,16,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
560000,trabzon,akçaabat,daire,180,155,3,0,8,8,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
350000,trabzon,ortahisar,daire,135,135,3,7,1,7,doğalgaz,2,var,hayır,kiracılı,evet,evet,sahibinden,hayır,1,0.6666666666666666
465000,trabzon,ortahisar,daire,175,149,3,0,6,6,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
545000,trabzon,ortahisar,daire,200,200,4,7,5,9,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
112000,trabzon,akçaabat,daire,100,95,2,28,6,6,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
445000,trabzon,ortahisar,daire,180,160,3,7,giriş katı,12,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
349000,trabzon,yomra,daire,160,155,3,0,3,10,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
400000,trabzon,araklı,daire,230,200,4,0,5,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
190000,trabzon,akçaabat,daire,100,95,2,4,1,11,merkezi,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
390000,trabzon,ortahisar,daire,110,100,3,13,müstakil,2,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
470000,trabzon,ortahisar,daire,165,155,3,0,7,10,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
285000,trabzon,ortahisar,daire,135,135,3,18,4,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
180000,trabzon,arsin,daire,90,80,1,0,2,8,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,2.0
215000,trabzon,yomra,daire,95,70,1,0,2,6,merkezi,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
345000,trabzon,yomra,daire,174,155,3,0,3,9,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
565000,trabzon,ortahisar,daire,155,155,3,0,1,6,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
420000,trabzon,ortahisar,daire,160,145,3,1,1,6,doğalgaz,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
265000,trabzon,arsin,daire,145,130,2,3,6,6,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,1.0
215000,trabzon,ortahisar,daire,145,125,2,18,3,4,doğalgaz,1,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,evet,1,0.5
255000,trabzon,ortahisar,daire,100,95,2,18,2,4,yok,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
338000,trabzon,arsin,daire,175,150,3,2,4,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
269500,trabzon,ortahisar,daire,106,106,2,7,3,14,merkezi,1,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.5
292000,trabzon,ortahisar,daire,120,110,3,23,3,8,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.3333333333333333
765000,trabzon,ortahisar,daire,190,165,4,7,5,8,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.5
185000,trabzon,of,daire,125,110,2,18,1,6,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
570000,trabzon,yomra,daire,183,143,3,0,4,8,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
469061,trabzon,ortahisar,daire,155,140,3,0,4,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
438061,trabzon,ortahisar,daire,172,155,3,0,5,8,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
455000,trabzon,ortahisar,daire,160,145,3,7,3,7,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
675000,trabzon,yomra,daire,180,165,3,0,12,12,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
315000,trabzon,ortahisar,daire,140,120,3,13,6,6,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.3333333333333333
185000,trabzon,ortahisar,daire,110,95,2,13,kot 1,7,doğalgaz,1,yok,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
420000,trabzon,sürmene,daire,145,130,3,1,2,7,doğalgaz,3,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
320000,trabzon,yomra,daire,165,145,3,1,zemin kat,12,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
295000,trabzon,akçaabat,daire,145,135,3,18,2,11,doğalgaz,1,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
224000,trabzon,ortahisar,daire,140,130,3,18,1,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
560000,trabzon,yomra,daire,170,165,3,0,6,10,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
195000,trabzon,araklı,daire,110,100,2,18,kot 2,6,soba,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
170000,trabzon,akçaabat,daire,100,90,2,23,1,9,soba,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
695000,trabzon,akçaabat,daire,195,180,4,2,16,17,merkezi,2,var,hayır,boş,evet,evet,sahibinden,evet,1,0.5
315000,trabzon,ortahisar,daire,135,130,3,7,yüksek giriş,10,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
295000,trabzon,ortahisar,daire,120,105,2,0,12,13,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
450000,trabzon,ortahisar,daire,135,125,3,0,5,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
445000,trabzon,akçaabat,daire,155,140,3,7,1,11,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
186000,trabzon,ortahisar,daire,130,90,2,13,5,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
399000,trabzon,ortahisar,daire,180,165,3,0,6,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
337000,trabzon,ortahisar,daire,125,110,3,7,2,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
430000,trabzon,ortahisar,daire,175,155,3,7,1,8,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
365000,trabzon,ortahisar,daire,160,140,3,7,kot 3,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
225000,trabzon,ortahisar,daire,140,130,3,18,1,8,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
115000,trabzon,ortahisar,daire,100,100,2,13,kot 1,7,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
950000,trabzon,ortahisar,daire,180,165,3,7,6,9,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
424000,trabzon,ortahisar,daire,150,135,3,1,4,8,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.3333333333333333
800000,trabzon,ortahisar,daire,203,175,4,2,7,8,merkezi,3,var,evet,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.75
460000,trabzon,ortahisar,daire,172,160,3,0,6,8,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
400000,trabzon,ortahisar,daire,145,140,3,1,3,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
595000,trabzon,ortahisar,daire,165,165,4,0,1,6,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
395000,trabzon,arsin,daire,185,165,4,0,5,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
360000,trabzon,ortahisar,daire,165,155,3,13,2,7,doğalgaz,1,var,evet,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
498000,trabzon,arsin,daire,145,130,3,0,3,7,merkezi,2,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,1,0.6666666666666666
490000,trabzon,yomra,daire,167,145,3,0,9,11,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
570000,trabzon,ortahisar,daire,170,170,3,7,12,12,doğalgaz,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
310000,trabzon,ortahisar,daire,110,100,2,23,5,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.5
350000,trabzon,vakfıkebir,daire,150,135,3,4,6,10,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
265000,trabzon,akçaabat,daire,100,80,2,13,6,8,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
180000,trabzon,ortahisar,daire,105,90,2,18,1,5,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
375000,trabzon,ortahisar,daire,170,170,3,7,4,5,doğalgaz sobası,2,var,hayır,mülk sahibi,hayır,hayır,sahibinden,hayır,1,0.6666666666666666
290000,trabzon,akçaabat,daire,140,140,2,4,3,6,merkezi,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
695000,trabzon,ortahisar,daire,180,165,4,13,8,8,merkezi,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
325000,trabzon,arsin,daire,155,130,3,7,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
265000,trabzon,ortahisar,daire,110,90,2,0,1,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
289000,trabzon,ortahisar,daire,135,130,3,23,2,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
425000,trabzon,yomra,daire,200,170,4,1,3,7,merkezi,2,var,hayır,boş,evet,evet,inşaat firmasından,evet,1,0.5
525000,trabzon,yomra,daire,230,220,4,3,8,12,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
325000,trabzon,ortahisar,daire,155,135,3,0,2,6,doğalgaz,2,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,1,0.6666666666666666
435000,trabzon,akçaabat,daire,145,140,3,0,5,5,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
360000,trabzon,ortahisar,daire,167,157,3,0,yüksek giriş,6,doğalgaz,2,var,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,0.6666666666666666
425000,trabzon,akçaabat,daire,197,170,3,13,6,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
349000,trabzon,ortahisar,daire,155,140,3,0,5,5,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
165000,trabzon,sürmene,daire,110,95,2,13,2,5,soba,1,var,hayır,kiracılı,evet,evet,sahibinden,evet,1,0.5
269061,trabzon,ortahisar,daire,130,110,3,7,2,4,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
275000,trabzon,sürmene,daire,90,80,2,4,4,5,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,evet,1,0.5
875000,trabzon,araklı,daire,202,202,4,0,3,3,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
399500,trabzon,ortahisar,daire,200,180,4,18,5,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
415000,trabzon,ortahisar,daire,165,150,3,0,2,7,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
300000,trabzon,ortahisar,daire,90,85,2,13,giriş katı,9,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
365000,trabzon,ortahisar,daire,170,160,3,4,4,11,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
680000,trabzon,yomra,residence,185,165,3,0,4,13,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
549999,trabzon,yomra,daire,175,165,3,4,8,11,merkezi,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.6666666666666666
435000,trabzon,yomra,daire,175,165,3,0,11,14,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
413000,trabzon,yomra,daire,175,160,3,7,5,9,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
699000,trabzon,akçaabat,daire,193,160,3,2,16,18,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
255000,trabzon,ortahisar,daire,130,125,2,23,3,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
365000,trabzon,of,daire,145,140,3,1,7,10,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
395000,trabzon,ortahisar,daire,145,125,3,0,3,5,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
280000,trabzon,araklı,daire,152,152,3,0,1,8,merkezi,2,var,hayır,boş,evet,evet,inşaat firmasından,hayır,1,0.6666666666666666
99750,trabzon,akçaabat,daire,95,95,3,23,2,6,yok,1,yok,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
450000,trabzon,yomra,daire,207,200,4,0,1,13,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
274999,trabzon,ortahisar,daire,120,110,3,18,1,5,doğalgaz,1,var,hayır,kiracılı,evet,hayır,emlak ofisinden,hayır,1,0.3333333333333333
275000,trabzon,arsin,daire,155,135,3,0,4,9,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
190000,trabzon,akçaabat,daire,85,75,2,7,5,9,merkezi,1,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,1,0.5
315000,trabzon,ortahisar,daire,135,125,3,18,5,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
560000,trabzon,ortahisar,daire,160,160,3,7,10,13,doğalgaz,2,var,evet,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
50400,trabzon,araklı,daire,63,59,2,18,1,4,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
500000,trabzon,akçaabat,daire,160,160,3,7,1,9,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.6666666666666666
400000,trabzon,araklı,daire,160,160,4,0,5,6,merkezi,2,var,hayır,boş,evet,evet,sahibinden,hayır,1,0.5
178000,trabzon,akçaabat,daire,90,75,2,28,4,8,soba,1,var,hayır,mülk sahibi,hayır,hayır,sahibinden,evet,1,0.5
305000,trabzon,ortahisar,daire,135,135,3,18,4,6,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.3333333333333333
250000,trabzon,akçaabat,daire,100,95,2,13,1,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
659000,trabzon,akçaabat,daire,190,170,4,3,5,16,merkezi,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
415000,trabzon,ortahisar,daire,180,160,3,7,6,10,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
375000,trabzon,ortahisar,daire,165,145,3,2,4,10,doğalgaz,2,var,hayır,kiracılı,evet,evet,sahibinden,evet,1,0.6666666666666666
270000,trabzon,yomra,daire,125,115,2,3,9,9,merkezi,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
350000,trabzon,ortahisar,daire,145,130,3,0,2,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
350000,trabzon,yomra,daire,175,165,3,0,2,12,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
475000,trabzon,ortahisar,daire,175,170,3,0,4,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
415000,trabzon,yomra,daire,175,165,3,0,5,14,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
780000,trabzon,akçaabat,daire,215,200,4,7,3,14,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
235000,trabzon,ortahisar,daire,120,100,2,13,4,5,doğalgaz,1,var,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,0.5
285000,trabzon,ortahisar,daire,130,120,2,18,6,6,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.5
525000,trabzon,ortahisar,daire,185,165,3,0,8,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
500000,trabzon,ortahisar,daire,150,135,3,2,3,5,doğalgaz,1,var,hayır,kiracılı,evet,evet,sahibinden,evet,1,0.3333333333333333
610000,trabzon,yomra,daire,200,175,4,3,12,12,merkezi,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.5
432000,trabzon,ortahisar,daire,175,165,3,4,2,8,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
419000,trabzon,yomra,daire,185,170,3,4,2,10,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
345000,trabzon,ortahisar,daire,150,125,3,2,5,7,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
230000,trabzon,yomra,daire,120,90,1,0,4,9,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,2.0
400000,trabzon,araklı,daire,152,152,3,0,8,8,merkezi,2,var,hayır,boş,evet,evet,inşaat firmasından,hayır,1,0.6666666666666666
350000,trabzon,ortahisar,daire,180,165,3,0,2,7,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
400000,trabzon,of,daire,165,150,3,7,4,10,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
224000,trabzon,ortahisar,daire,120,110,3,13,5,5,merkezi,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
410000,trabzon,yomra,daire,155,145,3,1,9,15,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
765000,trabzon,ortahisar,daire,220,175,4,0,giriş katı,4,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
425000,trabzon,akçaabat,daire,150,130,3,0,2,7,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
335000,trabzon,ortahisar,daire,165,165,3,4,2,6,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
375000,trabzon,yomra,daire,175,175,3,0,8,11,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
