fiyat,il,ilce,ilan_tarihi,emlak_tipi,m²_(brüt),m²_(net),oda_sayısı,bina_yaşı,bulunduğu_kat,kat_sayısı,isıtma,banyo_sayısı,balkon,eşyalı,kullanım_durumu,site_içerisinde,aidat_(tl),krediye_uygun,kimden,görüntülü_arama_ile_gezilebilir,takas
625000,istanbul , beylikdüzü ,  17 ocak 2021,  satılık daire ,  120,  100,  2+1,  1,  2,  4,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  evet,  belirtilmemiş,  evet,  inşaat firmasından,  evet,  evet 
115000,istanbul , esenyurt ,  17 ocak 2021,  satılık daire ,  95,  85,  2+1,  2,  bahçe katı,  4,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  inşaat firmasından,  hayır,  evet 
289000,istanbul , beylikdüzü ,  17 ocak 2021,  satılık daire ,  115,  95,  2+1,  3,  1,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  35,  evet,  emlak ofisinden,  evet,  evet 
257000,istanbul , beylikdüzü ,  17 ocak 2021,  satılık daire ,  110,  90,  2+1,  0,  1,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  50,  evet,  emlak ofisinden,  evet,  evet 
699999,istanbul , beylikdüzü ,  16 ocak 2021,  satılık daire ,  225,  180,  3+2,  1,  5,  5,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
680000,istanbul , maltepe ,  16 ocak 2021,  satılık daire ,  90,  78,  2+1,  0,  3,  5,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
1092000,istanbul , kartal ,  16 ocak 2021,  satılık daire ,  149,  102,  2+1,  0,  kot 1,  17,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  belirtilmemiş,  kartal wings,  evet,  inşaat firmasından,  evet,  hayır 
360000,istanbul , kağıthane ,  16 ocak 2021,  satılık daire ,  90,  85,  2+1,  21-25 arası,  4,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  25,  hayır,  emlak ofisinden,  hayır,  hayır 
1150000,istanbul , maltepe ,  16 ocak 2021,  satılık daire ,  235,  185,  5+1,  21-25 arası,  4,  4,  merkezi,  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
345000,istanbul , çekmeköy ,  16 ocak 2021,  satılık daire ,  125,  110,  3+1,  0,  3,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  75,  evet,  inşaat firmasından,  evet,  evet 
657000,istanbul , maltepe ,  16 ocak 2021,  satılık daire ,  110,  85,  2+1,  5-10 arası,  3,  4,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  50,  evet,  emlak ofisinden,  evet,  hayır 
11250000,istanbul , beşiktaş ,  16 ocak 2021,  satılık residence ,  170,  150,  2+1,  4,  11,  24,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  belirtilmemiş,  zorlu center istanbul,  evet,  emlak ofisinden,  evet,  hayır 
435000,istanbul , ümraniye ,  15 ocak 2021,  satılık daire ,  94,  75,  2+1,  4,  1,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
430000,istanbul , şişli ,  15 ocak 2021,  satılık daire ,  110,  95,  2+1,  21-25 arası,  3,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  35,  evet,  sahibinden,  evet,  hayır 
305000,istanbul , arnavutköy ,  15 ocak 2021,  satılık daire ,  90,  85,  2+1,  0,  2,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
675000,istanbul , ataşehir ,  15 ocak 2021,  satılık daire ,  100,  95,  2+1,  4,  1,  7,  doğalgaz (kombi),  1,  yok,  evet,  kiracılı,  hayır,  50,  evet,  emlak ofisinden,  evet,  hayır 
265000,istanbul , esenyurt ,  15 ocak 2021,  satılık daire ,  115,  100,  2+1,  4,  3,  4,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  40,  evet,  emlak ofisinden,  hayır,  hayır 
239900,istanbul , sancaktepe ,  15 ocak 2021,  satılık daire ,  105,  85,  2+1,  0,  2,  5,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  inşaat firmasından,  evet,  evet 
379000,istanbul , avcılar ,  15 ocak 2021,  satılık daire ,  105,  95,  2+1,  0,  3,  15,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  50,  hayır,  inşaat firmasından,  evet,  hayır 
3795000,istanbul , bakırköy ,  15 ocak 2021,  satılık daire ,  220,  185,  4+1,  4,  1,  5,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  680,  incirli konakları,  evet,  emlak ofisinden,  evet,  hayır 
630000,istanbul , tuzla ,  15 ocak 2021,  satılık daire ,  131,  97,  3+1,  0,  5,  11,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  belirtilmemiş,  townia evleri,  evet,  inşaat firmasından,  evet,  hayır 
6950000,istanbul , beşiktaş ,  15 ocak 2021,  satılık daire ,  210,  160,  3+1,  26-30 arası,  4,  4,  doğalgaz (kombi),  2,  var,  belirtilmemiş,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
196500,istanbul , sancaktepe ,  15 ocak 2021,  satılık daire ,  100,  90,  2+1,  0,  yüksek giriş,  3,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  1,  evet,  sahibinden,  evet,  evet 
199000,istanbul , esenyurt ,  15 ocak 2021,  satılık daire ,  105,  95,  2+1,  11-15 arası,  1,  5,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  35,  evet,  inşaat firmasından,  hayır,  evet 
420000,istanbul , esenyurt ,  15 ocak 2021,  satılık daire ,  135,  125,  3+1,  4,  3,  4,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
2000000,istanbul , küçükçekmece ,  15 ocak 2021,  satılık daire ,  191,  148,  3+1,  1,  kot 4,  15,  merkezi,  2,  var,  hayır,  mülk sahibi,  belirtilmemiş,  terrace tema,  evet,  sahibinden,  hayır,  hayır 
267500,istanbul , çekmeköy ,  15 ocak 2021,  satılık daire ,  105,  95,  2+1,  0,  2,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  35,  evet,  inşaat firmasından,  evet,  evet 
1945000,istanbul , başakşehir ,  15 ocak 2021,  satılık daire ,  195,  142,  45+1,  0,  3,  9,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  inşaat firmasından,  hayır,  hayır 
399000,istanbul , başakşehir ,  15 ocak 2021,  satılık daire ,  120,  100,  2+1,  0,  4,  10,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  inşaat firmasından,  evet,  evet 
690000,istanbul , beşiktaş ,  15 ocak 2021,  satılık daire ,  95,  70,  2+1,  0,  5,  14,  merkezi (pay ölçer),  1,  yok,  hayır,  boş,  evet,  400,  evet,  inşaat firmasından,  evet,  evet 
4800000,istanbul , sarıyer ,  15 ocak 2021,  satılık daire ,  198,  160,  35+1,  2,  4,  7,  yerden isıtma,  2,  var,  hayır,  boş,  belirtilmemiş,  vadi istanbul park,  evet,  emlak ofisinden,  evet,  hayır 
460000,istanbul , gaziosmanpaşa ,  15 ocak 2021,  satılık daire ,  90,  85,  2+1,  5-10 arası,  1,  4,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
815000,istanbul , maltepe ,  14 ocak 2021,  satılık daire ,  125,  110,  2+1,  2,  5,  5,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  hayır,  120,  evet,  emlak ofisinden,  evet,  hayır 
273000,istanbul , maltepe ,  14 ocak 2021,  satılık daire ,  84,  68,  2+1,  4,  yüksek giriş,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  25,  evet,  emlak ofisinden,  evet,  hayır 
10000000,istanbul , kadıköy ,  14 ocak 2021,  satılık daire ,  400,  350,  5+1,  26-30 arası,  bahçe katı,  2,  doğalgaz (kombi),  3,  var,  hayır,  mülk sahibi,  belirtilmemiş,  selvili sitesi,  hayır,  emlak ofisinden,  evet,  hayır 
659000,istanbul , beylikdüzü ,  14 ocak 2021,  satılık daire ,  170,  155,  3+1,  0,  3,  8,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  inşaat firmasından,  evet,  evet 
9850000,istanbul , üsküdar ,  14 ocak 2021,  satılık daire ,  240,  164,  3+1,  4,  giriş katı,  2,  merkezi (pay ölçer),  3,  var,  hayır,  mülk sahibi,  belirtilmemiş,  çamlıca mesa konakları,  evet,  emlak ofisinden,  hayır,  hayır 
584000,istanbul , zeytinburnu ,  14 ocak 2021,  satılık daire ,  125,  120,  3+1,  4,  2,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
1330000,istanbul , başakşehir ,  14 ocak 2021,  satılık daire ,  250,  164,  4+1,  16-20 arası,  5,  7,  merkezi,  2,  var,  hayır,  kiracılı,  810,  toros evleri,  evet,  emlak ofisinden,  hayır,  hayır 
3950000,istanbul , sarıyer ,  14 ocak 2021,  satılık daire ,  200,  170,  4+1,  31 ve üzeri,  1,  5,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
265000,istanbul , esenyurt ,  14 ocak 2021,  satılık daire ,  95,  90,  2+1,  4,  2,  5,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  inşaat firmasından,  hayır,  hayır 
4900000,istanbul , kadıköy ,  14 ocak 2021,  satılık daire ,  190,  140,  4+1,  0,  12,  14,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
2790000,istanbul , küçükçekmece ,  14 ocak 2021,  satılık daire ,  163,  163,  4+1,  5-10 arası,  2,  18,  merkezi,  2,  var,  belirtilmemiş,  mülk sahibi,  belirtilmemiş,  avrupa konutları 3,  belirtilmemiş,  sahibinden,  evet,  hayır 
295000,istanbul , esenyurt ,  13 ocak 2021,  satılık daire ,  95,  85,  2+1,  4,  2,  4,  doğalgaz (kombi),  1,  yok,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
1090000,istanbul , başakşehir ,  13 ocak 2021,  satılık daire ,  165,  165,  3+1,  0,  3,  18,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  belirtilmemiş,  referans bahçeşehir,  evet,  emlak ofisinden,  evet,  hayır 
1020000,istanbul , başakşehir ,  13 ocak 2021,  satılık daire ,  124,  124,  2+1,  0,  14,  18,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  belirtilmemiş,  referans bahçeşehir,  evet,  inşaat firmasından,  evet,  evet 
1180000,istanbul , başakşehir ,  13 ocak 2021,  satılık daire ,  124,  124,  2+1,  0,  15,  22,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  belirtilmemiş,  referans bahçeşehir,  evet,  inşaat firmasından,  evet,  evet 
1015000,istanbul , başakşehir ,  13 ocak 2021,  satılık daire ,  170,  120,  3+1,  0,  24,  28,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  belirtilmemiş,  tual bahçekent,  evet,  emlak ofisinden,  hayır,  hayır 
1150000,istanbul , kartal ,  13 ocak 2021,  satılık daire ,  159,  125,  3+1,  5-10 arası,  11,  12,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  450,  kent plus kartal,  evet,  emlak ofisinden,  evet,  hayır 
1300000,istanbul , bakırköy ,  13 ocak 2021,  satılık daire ,  125,  115,  2+1,  31 ve üzeri,  4,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  50,  evet,  emlak ofisinden,  evet,  hayır 
4550000,istanbul , üsküdar ,  13 ocak 2021,  satılık daire ,  140,  120,  2+1,  26-30 arası,  1,  4,  doğalgaz (kombi),  1,  yok,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
920000,istanbul , ataşehir ,  13 ocak 2021,  satılık daire ,  140,  120,  3+1,  16-20 arası,  4,  18,  merkezi (pay ölçer),  2,  var,  hayır,  kiracılı,  642,  eston çamlı evler,  evet,  emlak ofisinden,  hayır,  hayır 
975000,istanbul , başakşehir ,  12 ocak 2021,  satılık daire ,  171,  132,  4+1,  0,  zemin kat,  9,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  325,  başakkent gölet,  evet,  emlak ofisinden,  evet,  hayır 
1250000,istanbul , kadıköy ,  12 ocak 2021,  satılık daire ,  125,  88,  3+1,  1,  14,  15,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  hayır,  250,  evet,  emlak ofisinden,  evet,  hayır 
2200000,istanbul , sarıyer ,  12 ocak 2021,  satılık daire ,  183,  180,  3+1,  5-10 arası,  2,  2,  doğalgaz (kombi),  3,  var,  hayır,  boş,  evet,  800,  evet,  emlak ofisinden,  evet,  hayır 
310000,istanbul , tuzla ,  11 ocak 2021,  satılık daire ,  105,  92,  2+1,  2,  1,  5,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  50,  evet,  emlak ofisinden,  hayır,  hayır 
880000,istanbul , küçükçekmece ,  11 ocak 2021,  satılık daire ,  133,  100,  3+1,  4,  12,  24,  merkezi (pay ölçer),  2,  yok,  hayır,  kiracılı,  450,  teknik yapı metropark,  evet,  emlak ofisinden,  hayır,  hayır 
530000,istanbul , maltepe ,  11 ocak 2021,  satılık daire ,  140,  125,  3+1,  21-25 arası,  yüksek giriş,  4,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
415000,istanbul , küçükçekmece ,  11 ocak 2021,  satılık daire ,  85,  80,  2+1,  1,  yüksek giriş,  4,  doğalgaz (kombi),  1,  yok,  hayır,  kiracılı,  hayır,  25,  hayır,  emlak ofisinden,  evet,  hayır 
730000,istanbul , maltepe ,  11 ocak 2021,  satılık daire ,  95,  85,  2+1,  1,  3,  4,  merkezi (pay ölçer),  1,  var,  hayır,  mülk sahibi,  hayır,  70,  evet,  emlak ofisinden,  hayır,  hayır 
730000,istanbul , maltepe ,  11 ocak 2021,  satılık daire ,  95,  85,  2+1,  1,  3,  4,  merkezi (pay ölçer),  1,  var,  hayır,  mülk sahibi,  hayır,  70,  evet,  emlak ofisinden,  hayır,  hayır 
325000,istanbul , ataşehir ,  11 ocak 2021,  satılık daire ,  80,  70,  2+1,  3,  yüksek giriş,  3,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  50,  evet,  emlak ofisinden,  hayır,  hayır 
328000,istanbul , çekmeköy ,  11 ocak 2021,  satılık daire ,  95,  85,  2+1,  0,  1,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
2050000,istanbul , küçükçekmece ,  11 ocak 2021,  satılık daire ,  155,  120,  3+1,  5-10 arası,  3,  4,  merkezi (pay ölçer),  2,  var,  hayır,  mülk sahibi,  300,  tema istanbul,  evet,  emlak ofisinden,  evet,  hayır 
555000,istanbul , beylikdüzü ,  09 ocak 2021,  satılık daire ,  140,  130,  3+1,  21-25 arası,  13,  13,  merkezi (pay ölçer),  2,  var,  hayır,  mülk sahibi,  hayır,  270,  evet,  emlak ofisinden,  hayır,  hayır 
770000,istanbul , maltepe ,  09 ocak 2021,  satılık daire ,  93,  82,  2+1,  0,  2,  4,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
387000,istanbul , güngören ,  09 ocak 2021,  satılık daire ,  100,  90,  2+1,  26-30 arası,  3,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  25,  evet,  emlak ofisinden,  hayır,  hayır 
1390000,istanbul , beyoğlu ,  09 ocak 2021,  satılık residence ,  95,  90,  2+1,  1,  1,  7,  merkezi (pay ölçer),  1,  var,  hayır,  boş,  belirtilmemiş,  elysium soul beyoğlu,  evet,  emlak ofisinden,  evet,  hayır 
415000,istanbul , avcılar ,  08 ocak 2021,  satılık daire ,  100,  85,  2+1,  2,  7,  15,  merkezi (pay ölçer),  1,  var,  hayır,  boş,  hayır,  50,  hayır,  inşaat firmasından,  hayır,  hayır 
8000000,istanbul , beşiktaş ,  08 ocak 2021,  satılık daire ,  160,  150,  3+1,  5-10 arası,  1,  4,  merkezi (pay ölçer),  2,  var,  hayır,  mülk sahibi,  2600,  ulus savoy sitesi,  evet,  emlak ofisinden,  evet,  hayır 
750000,istanbul , maltepe ,  08 ocak 2021,  satılık daire ,  95,  90,  2+1,  0,  3,  10,  merkezi (pay ölçer),  1,  yok,  hayır,  boş,  hayır,  150,  evet,  inşaat firmasından,  hayır,  hayır 
1250000,istanbul , bahçelievler ,  08 ocak 2021,  satılık daire ,  160,  140,  3+1,  21-25 arası,  2,  10,  merkezi,  1,  var,  hayır,  mülk sahibi,  belirtilmemiş,  bahçelievler emlak konut sitesi,  evet,  emlak ofisinden,  evet,  hayır 
289000,istanbul , esenyurt ,  08 ocak 2021,  satılık daire ,  110,  95,  2+1,  2,  6,  9,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  60,  evet,  inşaat firmasından,  hayır,  evet 
159000,istanbul , esenyurt ,  08 ocak 2021,  satılık daire ,  120,  95,  2+1,  2,  2,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  17,  evet,  inşaat firmasından,  hayır,  evet 
272000,istanbul , başakşehir ,  08 ocak 2021,  satılık daire ,  80,  70,  2+1,  1,  giriş katı,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  25,  evet,  emlak ofisinden,  evet,  hayır 
480000,istanbul , şişli ,  07 ocak 2021,  satılık daire ,  100,  90,  2+1,  21-25 arası,  4,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  50,  evet,  emlak ofisinden,  hayır,  hayır 
475000,istanbul , maltepe ,  07 ocak 2021,  satılık daire ,  93,  84,  2+1,  5-10 arası,  bahçe katı,  4,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
5250000,istanbul , beşiktaş ,  06 ocak 2021,  satılık residence ,  234,  200,  2+1,  5-10 arası,  30 ve üzeri,  30 ve üzeri,  klima,  3,  var,  hayır,  kiracılı,  belirtilmemiş,  sapphire residence,  hayır,  emlak ofisinden,  evet,  evet 
475000,istanbul , ümraniye ,  06 ocak 2021,  satılık daire ,  105,  62,  2+1,  0,  giriş katı,  9,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  275,  renova evleri,  evet,  inşaat firmasından,  hayır,  hayır 
810000,istanbul , avcılar ,  06 ocak 2021,  satılık daire ,  116,  90,  2+1,  5-10 arası,  14,  14,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  belirtilmemiş,  bizim evler 2,  evet,  emlak ofisinden,  hayır,  hayır 
1700000,istanbul , zeytinburnu ,  06 ocak 2021,  satılık daire ,  128,  100,  3+1,  0,  7,  15,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  belirtilmemiş,  livza zeytinburnu,  evet,  inşaat firmasından,  hayır,  hayır 
760000,istanbul , üsküdar ,  06 ocak 2021,  satılık daire ,  93,  68,  2+1,  0,  2,  7,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  evet,  375,  evet,  inşaat firmasından,  hayır,  hayır 
265000,istanbul , sultanbeyli ,  06 ocak 2021,  satılık daire ,  90,  80,  2+1,  0,  2,  3,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  40,  evet,  emlak ofisinden,  evet,  evet 
217000,istanbul , esenyurt ,  06 ocak 2021,  satılık daire ,  95,  90,  2+1,  5-10 arası,  3,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  inşaat firmasından,  hayır,  hayır 
2495000,istanbul , kadıköy ,  06 ocak 2021,  satılık daire ,  138,  106,  3+1,  2,  5,  11,  merkezi (pay ölçer),  2,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
339000,istanbul , esenyurt ,  05 ocak 2021,  satılık daire ,  110,  100,  2+1,  0,  2,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  evet,  evet 
655000,istanbul , üsküdar ,  04 ocak 2021,  satılık daire ,  85,  75,  2+1,  0,  bahçe katı,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
159000,istanbul , beylikdüzü ,  04 ocak 2021,  satılık daire ,  105,  95,  2+1,  0,  2,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  35,  evet,  inşaat firmasından,  hayır,  evet 
400000,istanbul , bahçelievler ,  04 ocak 2021,  satılık daire ,  75,  75,  2+1,  5-10 arası,  4,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  evet,  hayır 
390000,istanbul , beylikdüzü ,  04 ocak 2021,  satılık daire ,  100,  80,  2+1,  1,  bahçe katı,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  150,  evet,  emlak ofisinden,  hayır,  hayır 
1600000,istanbul , beykoz ,  04 ocak 2021,  satılık daire ,  96,  80,  1+1,  0,  2,  7,  merkezi (pay ölçer),  1,  yok,  hayır,  boş,  belirtilmemiş,  ofton elysium es,  evet,  emlak ofisinden,  evet,  hayır 
325000,istanbul , avcılar ,  04 ocak 2021,  satılık daire ,  75,  65,  2+1,  5-10 arası,  bahçe katı,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  30,  evet,  emlak ofisinden,  hayır,  hayır 
465000,istanbul , beylikdüzü ,  04 ocak 2021,  satılık daire ,  100,  90,  2+1,  0,  1,  5,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  inşaat firmasından,  evet,  hayır 
2900000,istanbul , beşiktaş ,  04 ocak 2021,  satılık daire ,  130,  110,  3+1,  26-30 arası,  2,  4,  merkezi (pay ölçer),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  evet,  hayır 
1775000,istanbul , ataşehir ,  04 ocak 2021,  satılık daire ,  128,  114,  3+1,  11-15 arası,  1,  16,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
1725000,istanbul , kadıköy ,  03 ocak 2021,  satılık daire ,  145,  110,  3+1,  2,  1,  12,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
2200000,istanbul , kadıköy ,  01 ocak 2021,  satılık daire ,  115,  85,  2+1,  3,  7,  9,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
5625000,istanbul , kadıköy ,  01 ocak 2021,  satılık daire ,  170,  145,  2+2,  1,  4,  4,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
415000,istanbul , avcılar ,  31 aralık 2020,  satılık daire ,  110,  100,  2+1,  0,  2,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  inşaat firmasından,  hayır,  hayır 
